kind,dose,decay,risk,run_count,memory_driven_leverage_amplification_mean,memory_driven_leverage_amplification_std,memory_driven_leverage_amplification_ci_low,memory_driven_leverage_amplification_ci_high,memory_pollution_ratio_mean,total_return_mean,max_drawdown_mean
missing_equity,0.25,1.0,none,10,0.4534270833333333,0.023522484257089006,0.4394383333333334,0.46693125,0.1965277777777778,0.3098334539550893,-0.02466314219724016
missing_equity,0.5,0.6,max-position,10,0.41263185577145506,0.020960579100841287,0.3998426497802452,0.42432827897293546,0.3948760442761421,0.21793096674419288,-0.01742151125761605
missing_equity,0.5,0.6,none,10,0.41814522322461256,0.02011812161854059,0.40590475364330325,0.4295114850798057,0.39438969220582054,0.2930696853160685,-0.02404529713736866
missing_equity,0.5,0.85,max-position,10,0.41168474572688823,0.022328746778875468,0.39802016769860626,0.42412719100375645,0.39666880444700947,0.21718148145461913,-0.017426099241793957
missing_equity,0.5,0.85,none,10,0.41722561033018135,0.020897758959660888,0.40474679551024834,0.4290903289511011,0.39618881351369684,0.2983003487387373,-0.022924605771178143
missing_equity,0.5,1.0,max-position,10,0.4109141666666667,0.022904376519228102,0.3969608333333333,0.42393000000000003,0.39772222222222225,0.21647013459564918,-0.017715504462776033
missing_equity,0.5,1.0,none,10,0.41671,0.02164946354081178,0.40426666666666666,0.42922000000000005,0.39722222222222225,0.2993798891844917,-0.022645891932489382
missing_equity,0.75,0.6,max-position,10,0.28302986930372426,0.013943765503464203,0.2744581309275966,0.2907027816331252,0.7852408210855473,0.1927583764119309,-0.014752883645187686
missing_equity,0.75,0.6,none,10,0.28403481378672224,0.013429846421258933,0.27529811473513766,0.2912546264168402,0.7852408210855473,0.21066325346420217,-0.019303889546727016
missing_equity,0.75,0.85,max-position,10,0.2833208794532237,0.014177177347712339,0.2749193068688864,0.29129851839852194,0.7862359421972908,0.19493881076070627,-0.014180667796909774
missing_equity,0.75,0.85,none,10,0.28423574749331937,0.013326732904087387,0.27601599983821523,0.2916656530542771,0.7862359421972908,0.2158084502893698,-0.01854703601373624
missing_equity,0.75,1.0,max-position,10,0.2835416666666667,0.014608113866640711,0.2748333333333333,0.29179166666666667,0.7868055555555556,0.1944671219618757,-0.01434487080255461
missing_equity,0.75,1.0,none,10,0.28441666666666665,0.013631220971915353,0.27616666666666667,0.29225,0.7868055555555556,0.21855885869114688,-0.0175567868842477
