kind,decay,risk,dose,outcome,paired_n,mean_delta_vs_dose0,delta_ci_low,delta_ci_high,permutation_p_value,q_value,cohens_d
fake_violations,0.6,none,0.75,memory_driven_leverage_amplification,10,-0.2989523710386306,-0.30952350798056905,-0.2892946044413601,0.001953125,0.002999680034129693,-17.194692619929214
fake_violations,0.6,none,0.75,max_memory_driven_leverage_amplification,10,-0.24021165857043725,-0.4004233171408744,-0.08000000000000007,0.001953125,0.002999680034129693,-0.931178258872949
fake_violations,0.6,none,0.75,memory_pollution_ratio,10,0.7852408210855473,0.7769026364015418,0.7927240510187419,0.001953125,0.002999680034129693,59.47424192194077
fake_violations,0.6,none,0.75,total_return,10,-0.18141460450693822,-0.19896420008608504,-0.1650494006624341,0.001953125,0.002999680034129693,-6.276969068775957
fake_violations,0.6,none,0.75,max_drawdown,10,0.013803245916163531,0.009903406122030079,0.017393143932850873,0.001953125,0.002999680034129693,2.2047135770190405
fake_violations,0.85,max-position,0.1,memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_violations,0.85,max-position,0.1,max_memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_violations,0.85,max-position,0.1,memory_pollution_ratio,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_violations,0.85,max-position,0.1,total_return,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_violations,0.85,max-position,0.1,max_drawdown,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_violations,0.85,max-position,0.25,memory_driven_leverage_amplification,10,-0.20646328489831997,-0.21435543990005299,-0.19766883929057946,0.001953125,0.002999680034129693,-14.836026927352341
fake_violations,0.85,max-position,0.25,max_memory_driven_leverage_amplification,10,-0.19872355619745163,-0.3174471123949032,-0.08000000000000007,0.001953125,0.002999680034129693,-1.0395498392959683
fake_violations,0.85,max-position,0.25,memory_pollution_ratio,10,0.19545284867122553,0.19218994227024394,0.19875100474375051,0.001953125,0.002999680034129693,34.978264156655946
fake_violations,0.85,max-position,0.25,total_return,10,-0.03794559988320192,-0.04690358007785338,-0.028174921100007966,0.001953125,0.002999680034129693,-2.3687975586479135
fake_violations,0.85,max-position,0.25,max_drawdown,10,0.00626004467683342,0.004959847593664668,0.007412166933855513,0.001953125,0.002999680034129693,3.0149468279600113
fake_violations,0.85,max-position,0.5,memory_driven_leverage_amplification,10,-0.23672571527259328,-0.24573760465451372,-0.22711130523292228,0.001953125,0.002999680034129693,-15.322980046562137
